date,target_swe,ERA5,BiLSTM_avg,Transformer_avg
2023-05-29,,137.33353624069625,124.84476642334396,137.2825780602687
2023-05-30,,137.33353624069625,124.76596030914718,145.3820983859294
2023-05-31,,137.33353624069625,124.54855270111496,145.0600256415599
2023-10-01,,0.0,0.0,4.127214431762695
2023-10-02,,0.0,0.0,3.5459508895874023
2023-10-03,,0.0,0.0,2.9519593834877016
2023-10-04,,0.0,0.0,2.517891252040863
2023-10-05,,0.0,0.0,4.3544485688209535
2023-10-06,,0.0,0.0,4.074880188703537
2023-10-07,,0.0,0.0,2.786823797225952
2023-10-08,,0.0,0.0,2.2343468964099884
2023-10-09,,0.0,0.0,1.5914843738079072
2023-10-10,,0.0,0.0,3.7996220767498015
2023-10-11,,0.0,0.0,3.1182014107704163
2023-10-12,,0.0,0.0,1.7301539421081542
2023-10-13,,0.0,0.0,1.1015510380268096
2023-10-14,,0.0,0.0,1.717697560787201
2023-10-15,,0.0,0.0,4.645602393150329
2023-10-16,,0.0,0.0,3.84181547164917
2023-10-17,,0.0,0.0,8.668194389343261
2023-10-18,,0.0,0.0,6.13628830909729
2023-10-19,,0.0,0.0,1.8011741638183594
2023-10-20,,0.0,0.0,1.5674957871437072
2023-10-21,,0.0,0.0,1.3990660190582276
2023-10-22,,0.0,0.0,0.4790392637252808
2023-10-23,,0.0216563542683919,0.0,0.01445189739267031
2023-10-24,,0.0341137250264485,0.0,6.395188649495443
2023-10-25,,0.0150005022684733,0.0,8.284948698679605
2023-10-26,,0.0025033950805664,0.0,0.8371612548828125
2023-10-27,,0.0502864519755045,0.0,0.0
2023-10-28,,0.0718037287394205,0.0,7.705790297190347
2023-10-29,,1.94140275319415,0.6058858076731178,6.77329448064166
2023-10-30,,1.0876059532165498,0.05114262104034366,0.0
2023-10-31,,0.3457268079121907,0.0,0.009234974781672145
2023-11-01,,0.7012089093525999,0.0,0.15076066131392704
2023-11-02,,4.16870911916095,0.5530314286549807,1.961954394976282
2023-11-03,,5.3886771202087,1.4157291889190353,2.7175331234931703
2023-11-04,,5.2192211151123,1.7500432491302462,11.743241786956782
2023-11-05,,5.6943496068318495,2.045856595039356,1.445212014516187
2023-11-06,,5.8877865473429,2.6931129058201817,0.3895879427591815
2023-11-07,,5.8190822601318,3.1097079753875447,2.4520869016646984
2023-11-08,,5.7129661242167,3.3245300372441484,1.485379314422598
2023-11-09,,5.4799715677897,3.316090633471796,0.9173852602640732
2023-11-10,,3.3750534057617,1.7562595665454714,0.0
2023-11-11,,1.6526182492574002,0.4993692696094481,0.0
2023-11-12,,0.9529590606689,0.15917102694509602,0.0
2023-11-13,,0.62668323516845,0.07862582802772382,0.0
2023-11-14,,1.18037064870195,0.39773383736608275,0.0
2023-11-15,,0.99909305572505,0.3271216809749317,0.0
2023-11-16,,0.6816585858662499,0.18549667199451023,0.0
2023-11-17,,0.3610452016194661,0.0,0.0
2023-11-18,,0.1136263211568196,0.0,0.0
2023-11-19,,0.0923871994018554,0.0,0.0
2023-11-20,,0.2130270004272461,0.0,0.0
2023-11-21,,0.2217292785644531,0.0,0.0
2023-11-22,,0.2161264419555664,0.0,0.0
